name,available,status,active_power,reactive_power,rating,active_power_limits,reactive_power_limits,ramp_limits,operation_cost,base_power,time_limits,must_run,prime_mover_type,fuel,services,time_at_status,dynamic_injector,bus_name,bus_number,area
gen-2112,true,true,0.0,0.0,0.018000000000000002,"(min = 0.0, max = 0.018000000000000002)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-2370,2370,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-867,true,true,0.0,0.0,0.23184142123203283,"(min = 0.0, max = 0.009000000000000001)","(min = -0.13699999999999998, max = 0.231666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(58.907, 173.53), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,MUNICIPAL_WASTE,Service[],10000.0,,bus-2039,2039,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1432,true,true,0.0,0.0,0.23167529993266198,"(min = 0.0, max = 0.002)","(min = -0.13699999999999998, max = 0.231666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(58.907, 173.53), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,MUNICIPAL_WASTE,Service[],10000.0,,bus-1944,1944,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1006,true,true,0.527379789,0.0,0.7117935093831638,"(min = 0.0, max = 0.605)","(min = -0.20199999999999999, max = 0.375)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(14.1903896, 301.04705), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-198,198,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-607,true,true,0.009000065889999999,0.0,0.6157324458357614,"(min = 0.0, max = 0.009000000000000001)","(min = -0.273666667, max = 0.615666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(7.3428025, 22.7651352), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,NATURAL_GAS,Service[],10000.0,,bus-1040,1040,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1413,true,true,0.10311434500000001,0.0,0.6411032229153188,"(min = 0.0, max = 0.19)","(min = -0.358709497, max = 0.612301676)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.3717119, 230.144388), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-715,715,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1483,true,true,0.0,0.0,0.011000000000000001,"(min = 0.0, max = 0.011000000000000001)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-2215,2215,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1532,true,true,0.0,0.0,0.2361894252478059,"(min = 0.0, max = 0.046)","(min = -0.13699999999999998, max = 0.231666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(58.907, 173.53), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,MUNICIPAL_WASTE,Service[],10000.0,,bus-8832,8832,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1247,true,true,0.698771615,0.0,1.0297288697141185,"(min = 0.0, max = 1.0)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.1584724, 428.748492), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-7989,7989,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-409,true,true,0.0,0.0,0.075,"(min = 0.0, max = 0.06)","(min = -0.02, max = 0.045)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(25.05, 57.6), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,RESIDUAL_FUEL_OIL,Service[],10000.0,,bus-552,552,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-978,true,true,0.012000088099999999,0.0,0.6157836022945795,"(min = 0.0, max = 0.012)","(min = -0.273666667, max = 0.615666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(7.3428025, 22.7651352), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,NATURAL_GAS,Service[],10000.0,,bus-2396,2396,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1381,true,true,1.0390069800000001,0.0,1.2059993127827269,"(min = 0.0, max = 1.0390000000000001)","(min = -0.358709497, max = 0.612301676)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.4487339, 1271.58487), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-1787,1787,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-445,true,true,0.0,0.0,0.13923002549737612,"(min = 0.0, max = 0.008)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-1056,1056,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1716,true,true,0.0,0.0,0.01,"(min = 0.0, max = 0.01)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-8572,8572,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-671,true,true,0.0340002494,0.0,0.24798698579303696,"(min = 0.0, max = 0.034)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(13.502241700000003, 315.964182), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1920,1920,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-769,true,true,0.00800005847,0.0,0.6157186409837604,"(min = 0.0, max = 0.008)","(min = -0.273666667, max = 0.615666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(7.3428025, 22.7651352), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,NATURAL_GAS,Service[],10000.0,,bus-1116,1116,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-983,true,true,0.0800005781,0.0,0.32403086272761117,"(min = 0.0, max = 0.08)","(min = -0.163, max = 0.314)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.3717118, 521.657969), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-2022,2022,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-668,true,true,0.24400180200000002,0.0,0.2710350530835449,"(min = 0.0, max = 0.244)","(min = -0.081, max = 0.11800000000000001)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(9.17539209, 365.028494), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-1533,1533,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1219,true,true,0.0,0.0,0.13900359707575918,"(min = 0.0, max = 0.001)","(min = -0.095, max = 0.139)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(22.409643000000003, 554.685123), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,MUNICIPAL_WASTE,Service[],10000.0,,bus-426,426,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-868,true,true,0.0,0.0,0.23360103723846964,"(min = 0.0, max = 0.03)","(min = -0.13699999999999998, max = 0.231666667)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(58.907, 173.53), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,MUNICIPAL_WASTE,Service[],10000.0,,bus-2209,2209,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-407,true,true,0.550004063,0.0,0.6393559259129457,"(min = 0.0, max = 0.55)","(min = -0.183, max = 0.326)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1000.0, down = 300.0)",false,OT,GEOTHERMAL,Service[],10000.0,,bus-1762,1762,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-227,true,true,0.66971731,0.0,1.109533931487774,"(min = 0.0, max = 1.082)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.8059313, 372.365163), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-2401,2401,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-142,true,true,0.0,0.0,2.18,"(min = 0.0, max = 2.18)","(min = 0.0, max = 0.0)","(up = 5.4000000000000005e-5, down = 5.4000000000000005e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(21.909000000000002, 600.51), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 2.0, down = 4.0)",false,ST,NATURAL_GAS,Service[],10000.0,,bus-8343,8343,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-586,true,true,0.387002855,0.0,0.4553778650747092,"(min = 0.0, max = 0.387)","(min = -0.129, max = 0.24)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(12.996741, 279.525684), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-270,270,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-918,true,true,0.0590004347,0.0,0.0742024258363566,"(min = 0.0, max = 0.059000000000000004)","(min = -0.02, max = 0.045)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(11.6879263, 241.314681), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-552,552,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1453,true,true,0.048000351,0.0,0.6141802198316133,"(min = 0.0, max = 0.048)","(min = -0.358709497, max = 0.612301676)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.236961, 1547.8861), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-2324,2324,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1024,true,true,0.160001182,0.0,0.2,"(min = 0.0, max = 0.16)","(min = -0.05325, max = 0.12)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1000.0, down = 300.0)",false,OT,GEOTHERMAL,Service[],10000.0,,bus-181,181,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-2050,true,true,0.0,0.0,0.027999999999999997,"(min = 0.0, max = 0.027999999999999997)","(min = 0.0, max = 0.0)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(24.5037276, 248.251086), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,OT,NATURAL_GAS,Service[],10000.0,,bus-1811,1811,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-449,true,true,0.900006648,0.0,0.9,"(min = 0.0, max = 0.9)","(min = 0.0, max = 0.0)","(up = 0.0014000000000000002, down = 0.0014000000000000002)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(9.8240635, 1683.4498), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 0.0)",false,CT,NATURAL_GAS,Service[],10000.0,,bus-1821,1821,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1232,true,true,0.698771615,0.0,1.0297288697141185,"(min = 0.0, max = 1.0)","(min = -0.143219355, max = 0.245645161)","(up = 0.002475, down = 0.002475)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(15.1584724, 428.748492), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,GT,NATURAL_GAS,Service[],10000.0,,bus-1855,1855,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-546,true,true,0.0,0.0,0.3740761954468635,"(min = 0.0, max = 0.318)","(min = -0.106, max = 0.19699999999999998)","(up = 2.64e-5, down = 2.64e-5)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(34.6946136, 199.073235), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 12.0, down = 6.0)",false,ST,WOOD_WASTE_SOLIDS,Service[],10000.0,,bus-304,304,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-951,true,true,0.0290002138,0.0,0.03625,"(min = 0.0, max = 0.028999999999999998)","(min = -0.0096875, max = 0.02175)","(up = 0.0001, down = 0.0001)","ThermalGenerationCost(CostCurve{LinearCurve}(LinearCurve(6.603144, 23.06084), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0, 0.0, 0.0)",100.0,"(up = 1.0, down = 1.0)",false,IC,NATURAL_GAS,Service[],10000.0,,bus-1399,1399,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
