name,available,bus_name,bus_number,area,active_power,reactive_power,max_active_power,max_reactive_power
bus686,true,bus-686,686,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.35260613,0.129651944,0.35260613,0.129651944
bus1467,true,bus-1467,1467,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.202775049,0.0693689961,0.202775049,0.0693689961
bus7546,true,bus-7546,7546,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0734795864,0.024173221300000002,0.0734795864,0.024173221300000002
bus2110,true,bus-2110,2110,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0941042269,0.027493103900000003,0.0941042269,0.027493103900000003
bus704,true,bus-704,704,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.118746553,0.044408962,0.118746553,0.044408962
bus2097,true,bus-2097,2097,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.466098089,0.104709731,0.503264,0.104709731
bus8021,true,bus-8021,8021,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.462960191,0.112111289,0.476374,0.112111289
bus2408,true,bus-2408,2408,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0595516367,0.0194662392,0.0595516367,0.0194662392
bus1509,true,bus-1509,1509,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.183397321,0.06280968299999999,0.183397321,0.06280968299999999
bus109,true,bus-109,109,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.016909094200000002,0.00645520634,0.016909094200000002,0.00645520634
bus2124,true,bus-2124,2124,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0617579599,0.0174987607,0.0617579599,0.0174987607
bus3220,true,bus-3220,3220,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0329505627,0.0101214706,0.0329505627,0.0101214706
bus1045,true,bus-1045,1045,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.694956229,0.261723985,0.694956229,0.261723985
bus5253,true,bus-5253,5253,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.112236367,0.04416061,0.112236367,0.04416061
bus7869,true,bus-7869,7869,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.18244497899999998,0.061002843599999995,0.18244497899999998,0.061002843599999995
bus452,true,bus-452,452,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.07582915039999999,0.0238330415,0.07582915039999999,0.0238330415
bus174,true,bus-174,174,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.056117703399999996,0.021154747600000003,0.056117703399999996,0.021154747600000003
bus247,true,bus-247,247,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.034933354300000004,0.015254151799999999,0.034933354300000004,0.015254151799999999
bus171,true,bus-171,171,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0516631547,0.0165275168,0.0516631547,0.0165275168
bus2822,true,bus-2822,2822,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.136358332,0.0311356689,0.136358332,0.0311356689
bus161,true,bus-161,161,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0401075163,0.014181790100000001,0.0401075163,0.014181790100000001
bus2197,true,bus-2197,2197,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.29355389,0.085439508,0.29355389,0.085439508
bus7684,true,bus-7684,7684,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.285630314,0.0997788366,0.285630314,0.0997788366
bus2192,true,bus-2192,2192,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0740703112,0.0262864808,0.0740703112,0.0262864808
bus2227,true,bus-2227,2227,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.344669713,0.134166305,0.344669713,0.134166305
bus429,true,bus-429,429,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.506589203,0.12628103599999999,0.506589203,0.12628103599999999
bus2265,true,bus-2265,2265,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0188901575,0.00655873627,0.0188901575,0.00655873627
bus2053,true,bus-2053,2053,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.553577984,0.127053283,0.553577984,0.127053283
bus8384,true,bus-8384,8384,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.247450417,0.0771307275,0.247450417,0.0771307275
bus4348,true,bus-4348,4348,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.016845244500000002,0.00577011858,0.016845244500000002,0.00577011858
bus803,true,bus-803,803,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.252831218,0.0911540426,0.252831218,0.0911540426
bus8210,true,bus-8210,8210,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.344957104,0.12868222299999998,0.344957104,0.12868222299999998
bus2661,true,bus-2661,2661,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0597470932,0.0198397189,0.0597470932,0.0198397189
bus1156,true,bus-1156,1156,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.127883552,0.0356632126,0.127883552,0.0356632126
bus75,true,bus-75,75,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.07424550619999999,0.0251135487,0.07424550619999999,0.0251135487
bus4838,true,bus-4838,4838,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.047415208800000004,0.0181212186,0.047415208800000004,0.0181212186
bus2344,true,bus-2344,2344,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0300250283,0.010476663399999999,0.0300250283,0.010476663399999999
bus3652,true,bus-3652,3652,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0602378354,0.019985025,0.0602378354,0.019985025
bus1836,true,bus-1836,1836,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0912493652,0.0177873793,0.0912493652,0.0177873793
bus1358,true,bus-1358,1358,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0537359653,0.0201936946,0.0537359653,0.0201936946
bus470,true,bus-470,470,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.78171656,0.164950543,0.844146,0.164950543
bus183,true,bus-183,183,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.020435413800000003,0.00854943639,0.020435413800000003,0.00854943639
bus1541,true,bus-1541,1541,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.112670915,0.0307150874,0.112670915,0.0307150874
bus6693,true,bus-6693,6693,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0791988065,0.0255112044,0.0791988065,0.0255112044
bus1062,true,bus-1062,1062,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.178118686,0.056834132999999995,0.178118686,0.056834132999999995
bus4329,true,bus-4329,4329,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0535910697,0.0185817467,0.0535910697,0.0185817467
bus1228,true,bus-1228,1228,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0380604534,0.0135360648,0.0380604534,0.0135360648
bus47,true,bus-47,47,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.142293846,0.0350808234,0.142293846,0.0350808234
bus1555,true,bus-1555,1555,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0362018941,0.0131058556,0.0362018941,0.0131058556
bus2140,true,bus-2140,2140,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.036997179899999996,0.0127213204,0.036997179899999996,0.0127213204
bus623,true,bus-623,623,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0509611464,0.0167997778,0.0509611464,0.0167997778
bus868,true,bus-868,868,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.055440604799999994,0.0206805167,0.055440604799999994,0.0206805167
bus102,true,bus-102,102,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0798153293,0.026111608199999997,0.0798153293,0.026111608199999997
bus1414,true,bus-1414,1414,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0695660432,0.0222853695,0.0695660432,0.0222853695
bus2271,true,bus-2271,2271,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0281527954,0.0113906511,0.0281527954,0.0113906511
bus2174,true,bus-2174,2174,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.100470221,0.0317118352,0.100470221,0.0317118352
bus6994,true,bus-6994,6994,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.348642052,0.099119542,0.36950000000000005,0.099119542
bus1573,true,bus-1573,1573,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0395659991,0.015487532500000002,0.0395659991,0.015487532500000002
bus1469,true,bus-1469,1469,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.500872298,0.153069856,0.500872298,0.153069856
bus2187,true,bus-2187,2187,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0358299018,0.00697733097,0.036273,0.00697733097
bus1040,true,bus-1040,1040,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.30790197599999997,0.0969082931,0.30790197599999997,0.0969082931
bus855,true,bus-855,855,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0453461013,0.014372982400000001,0.0453461013,0.014372982400000001
bus177,true,bus-177,177,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0582997179,0.017152536,0.0582997179,0.017152536
bus1211,true,bus-1211,1211,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.946955256,0.238266518,1.014352,0.238266518
bus31,true,bus-31,31,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.025834098700000002,0.00908727711,0.025834098700000002,0.00908727711
bus2333,true,bus-2333,2333,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.19163069,0.050346741699999996,0.19235700000000003,0.050346741699999996
bus1413,true,bus-1413,1413,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.195209125,0.0563017034,0.195209125,0.0563017034
bus2138,true,bus-2138,2138,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.323195873,0.0829400134,0.323195873,0.0829400134
bus8083,true,bus-8083,8083,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0568588479,0.0188754806,0.0568588479,0.0188754806
bus2273,true,bus-2273,2273,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.14070295,0.044822174199999995,0.14070295,0.044822174199999995
bus3014,true,bus-3014,3014,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0394419145,0.0124745449,0.0394419145,0.0124745449
bus4616,true,bus-4616,4616,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0372373011,0.013421113600000001,0.0372373011,0.013421113600000001
bus1157,true,bus-1157,1157,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.031799026700000003,0.009859625910000001,0.031799026700000003,0.009859625910000001
bus99,true,bus-99,99,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.127397467,0.0405430365,0.127397467,0.0405430365
bus735,true,bus-735,735,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0452794714,0.014061497499999999,0.0452794714,0.014061497499999999
bus601,true,bus-601,601,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.188883705,0.0521960509,0.194287,0.0521960509
bus2253,true,bus-2253,2253,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.157746574,0.0549241809,0.157746574,0.0549241809
bus7068,true,bus-7068,7068,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.0494209136,0.0158579863,0.0494209136,0.0158579863
bus359,true,bus-359,359,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.208721608,0.0713501663,0.208721608,0.0713501663
bus366,true,bus-366,366,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))",0.256263519,0.0868452643,0.256263519,0.0868452643
